sentence,names
"Essi pouted, forcefully pushing the circlet back on her forehead.
",['Essi']
"146
""If I ask you something, it's not so that I can run and disclose everything like a washerwoman.",['146']
"""
""I'm sorry.",[]
"""
""I have to go out,"" Dandelion informed them.",[]
"""I have an appointment with Akeretta.",['Akeretta']
"Geralt, I'm taking your jacket, because mine is still dirty and wet.",['Geralt']
"""
""Everything is wet here,"" Little-Eye remarked mockingly, giving the pile of clothes on the ground a vengeful kick with her boot.",['Little-Eye']
"""How could you?",[]
"We need to hang the clothesline, dry it properly...",[]
You're terrible.,[]
"""
""It will dry out well enough on its own.",[]
"""
Dandelion extracted the witcher's wet jacket and admired the silver studs riveted to the sleeves.
",[]
"""Stop talking nonsense!",[]
"And that, what is that?",[]
Oh no!,[]
The bag is still filled with mud and seaweed!,[]
And what is that?,[]
"Ugh!""
Geralt and Dandelion looked silently at the cobalt blue shell that Essi held in both hands.","['Geralt and Dandelion', 'Essi']"
They had forgotten its existence.,[]
"The mold that coated it stank horribly.
",[]
"""It's a gift,"" said the troubadour, backing toward the door.",[]
"""Tomorrow, it's your birthday, isn't it, Doll?","['Tomorrow', 'Doll']"
"Well, it's your present.",[]
"""
""It?""
""It's beautiful, eh?""",[]
"Dandelion sniffed before adding quickly: ""On behalf of Geralt.",['Geralt']
He's the one who chose it.,[]
Oh...,[]
It's getting late.,[]
"Farewell...""
Little-Eye was silent for a moment after Dandelion left.","['Little-Eye', 'Dandelion']"
"The witcher looked at the foul-smelling shell, blushing with shame at the troubadour's attitude and his own.
",[]
"""You remembered my birthday?""",[]
"Essi asked, formulating each world carefully and holding the shell as far from herself as possible.",['Essi']
"""Really?""
""Give me that,"" he replied sharply.",[]
"Geralt got up from his mattress, protecting his bandaged hand.",['Geralt']
"""I beg your pardon for that idiot...""
""But no,"" she protested, seizing the small knife that was hanging from her belt.",[]
"""It's a very beautiful shell that I want to keep as a souvenir.",[]
I just need to clean it and get rid of... whatever it contains.,[]
I'll throw it out the window for the cats.,[]
"""
Something struck the floor, bouncing.",[]
"Geralt widened his eyes and saw the thing in front of Essi.
","['Geralt', 'Essi']"
It was a pearl.,[]
"A perfectly opalescent and polished azure-blue pearl, big as a swollen pea.
",[]
"""By the gods...""",[]
Little-Eye saw it in turn.,['Little-Eye']
"""Geralt... a pearl!""
""A pearl,"" he repeated, laughing.",['Geralt']
"""You will still get a present, Essi.",['Essi']
I'm glad.,[]
"""
""Geralt, I can't accept it.",['Geralt']
"This pearl is worth at least...""
""It's yours,"" he interrupted.",[]
"""Even if he is an idiot, Dandelion really thought about your birthday.",[]
He kept saying that he wanted to please you.,[]
"And so, fate has had its way.",[]
"""
""And you, Geralt?""
""Me?""
""Do you also want to please me?",['Geralt']
This pearl is so beautiful...,[]
It must be very valuable...,[]
"You don't regret it?""
""I'm glad that you're pleased.",[]
And if I regret anything...,[]
it's that there is only one.,[]
"And...""
""Yes?""
""And that I haven't known you as long as Dandelion.",[]
I didn't know the date of your birthday.,[]
I wish I could give you gifts and make you happy... and call you Doll.,[]
"""
She threw herself violently on his neck.",[]
"Geralt had anticipated the movement, turning his head for a cool kiss on the cheek.",['Geralt']
He hugged her gently but with some reservation.,[]
"He felt the girl's body stiffen and slowly withdraw, but no farther than the length of the arms she was
147
always resting on her shoulders.",['147']
"He knew what she wanted, but he did not meet her expectations: he was not attracted to her.
",[]
"Essi released him then and turned toward the dirty window, which was ajar.
",['Essi']
"""Of course,"" she said abruptly.",[]
"""You hardly know me.",[]
"I forgot...""
""Essi,"" he replied after a moment of silence.",['Essi']
"""I...""
""I hardly know you either,"" she exploded, interrupting him.",[]
"""So what?",[]
I love you.,[]
I can't do anything about that.,[]
Not a thing.,[]
"""
""Essi!""
""Yes, I love you, Geralt.","['Essi', 'Geralt']"
It doesn't matter to me what you think.,[]
I loved you from the moment I saw you in the wedding hall.,[]
"""
The poet bowed her head in silence.
",[]
"She stood right before him; Geralt was sorry that she was not the fish-eyed creature hiding its sword under the water; with it, at least, he had a fighting chance.
",['Geralt']
"""You have nothing to say,"" she said.",[]
"""Nothing, not a word.",[]
"""
I'm tired, he thought, and terribly weak.",[]
I need to sit down; my vision is foggy; I've lost some blood; and I haven't eaten anything...,[]
I need to sit down.,[]
Damn bedroom...,[]
May it burn to the ground in a thunderstorm.,[]
No furniture; if there were at least two stupid chairs and a table we could share and converse easily and hold hands in safety.,['at least two']
I am condemned to sit on a mattress and ask her to do the same.,[]
"Nothing is more dangerous than a mattress stuffed with straw into which one sinks and has his movements too restricted to dodge...
""Sit next to me, Essi.""
","['one', 'Essi']"
"The girl joined him on the mattress, hesitantly and with some delay, far from him.",[]
"Too far.
",[]
"""When I heard,"" she murmured, breaking the silence, ""that Dandelion dragged you back covered in blood, I left the house like a madwoman; I was in shock, I ran blindly.",[]
And then... you know what I thought?,[]
"That it was magic; that you had secretly cast a spell; that you had charmed me with unfair means; your sign, your w0lf's-head medallion, your evil eye.",[]
"That's what I thought, but I didn't stop running, because I knew then that I accepted... that I surrendered to the influence of your power.",[]
But the reality proved to be even worse.,[]
"You didn't cast anything of the sort, Geralt; you didn't use any spell to seduce me.",['Geralt']
Why?,[]
"Why haven't you bewitched me?""
The witcher was silent.
",[]
"""If it was nothing but magic,"" she continued, ""the situation would be simple and easy to resolve.",[]
"I would submit, happily, to your power.",[]
But then... then I...,[]
"I don't know what is happening to me...""
By the devil, he thought, if, when she is with me, Yennefer feels exactly what I'm feeling now, I sympathize with her plight.",['Yennefer']
I'll never be surprised by her reactions; I'll never hate them...,[]
"never.
",[]
I expected of Yennefer â€“ as is expected of me now â€“ that the impossible be achieved: something even more impossible than the liaison between Agloval and Sh'eenaz.,"['Yennefer', 'Agloval', ""Sh'eenaz""]"
"Yennefer had the deep conviction that a little dedication was not enough; and that our situation called for a sacrifice over and over again, without any guarantee that it would be enough.",['Yennefer']
"No, I will no longer blame Yennefer for being unable and unwilling to give me a little bit of attention.",['Yennefer']
"I know now that the smallest trace is as heavy as gold.
",[]
"""Geralt,"" moaned Little-Eye, laying her head on his shoulder.","['Geralt', 'Little-Eye']"
"""I am so ashamed of my powerlessness: a sort of supernatural fever, preventing me from breathing freely...""
Geralt continued to hold his silence.
",['Geralt']
"""I always thought that it was a sublime and wonderful state of mind; dignified even in disappointment.",[]
"But love is only vegetative, Geralt, horribly and banally vegetative.",['Geralt']
"It's the state of someone who succumbs to illness, who takes poison.",[]
"Because, like the one who is
148
poisoned, the lover is desperate to get any antidote.",['148']
At all.,[]
Even humiliation.,[]
"""
""Essi, I beg you.",['Essi']
"""
""I feel humiliated by the object of my desires, and shamefully condemned to suffer in silence.",[]
"I am ashamed to have embarrassed you, but I could not do otherwise.",[]
"Helpless before the fate that afflicts me, it is as if I am sick; completely subject to an external grace.",[]
"Diseases have always horrified me; they cause feebleness, confusion and loneliness.",[]
The disease is that we may go into remission.,[]
"""
Geralt did not open his mouth.
",['Geralt']
"""I should,"" she moaned again, ""be grateful that you don't try to take advantage of the situation.",[]
But this is not the case.,[]
I am ashamed of that too.,[]
I hate your silence and your eyes dilated with fear.,[]
"I hate you... for your silence, your sincerity, your... Her too, I hate her, the sorceress; I would gladly settle things with her using my knife...",[]
I hate her.,[]
"Order me to leave, Geralt, because I can't bring myself to do that on my own, and yet that is what I want: to leave, go to the town, go to the hostel.",['Geralt']
"I want revenge on you for the shame I feel, my humiliation...",[]
"I'll take the first opportunity...""
Damn, he thought, hearing her voice sink like a ball of rags tumbling down a staircase.","['first', 'Damn']"
"She will start to cry, for sure.",[]
"Then what, plague take it, what will I do?
",[]
Essi's hunched shoulders trembled like a leaf.,['Essi']
"The girl turned her head to weep without sobbing in a strangely silent and peaceful way.
",[]
"I feel nothing at all, he thought with terror.",[]
Not the slightest emotion.,[]
"If I hold her in my arms now, it will be a premeditated gesture, calculated, without spontaneity.",[]
"I'm going to embrace her, not because I have any desire to, but because I feel that it's necessary.",[]
"I don't feel any emotion.
",[]
"When he embraced her shoulders, she stopped crying and dried her tears, shaking her head sharply.",[]
"She turned so that he would not see her face and then her head fell heavily onto Geralt's chest.
",['Geralt']
"A little dedication, he thought, it would only take a little...",[]
"It would calm her down: an embrace, a kiss, a hug...",[]
She wants nothing more...,[]
"And even if it is not enough, what's the difference?",[]
A little dedication and attention: she is beautiful and worthy of that much...,[]
If she wants more...,[]
It will calm her down.,[]
"Making love gently, peacefully, in silence.",[]
But me...,[]
"It's all the same to me, because Essi smells of verbena, not of lilac and gooseberry; she doesn't have cold and electrifying skin; Essi's hair is not a black tornado of shiny curls; Essi's eyes are beautiful, sweet, hot and blue, but they are no deep purple, cold and dispassionate.","['Essi', 'Essi', 'Essi']"
"Essi will fall asleep afterward, will turn her face and part her lips; Essi will not smile in triumph.","['Essi', 'Essi']"
"Because Essi...
Essi is not Yennefer.
","['Essi', 'Essi', 'Yennefer']"
"That's why I can't grant her even a little dedication.
",[]
"""Please, Essi, don't cry.","[""Please, Essi, don't cry""]"
"""
""Yes..."" She moved away from him very slowly.",[]
"""Yes... I understand.",[]
It can't be helped.,[]
"""
They sat in silence, seated beside one another on the bench of hay.",[]
"Night was falling.
",[]
"""Geralt,"" she said suddenly, in a voice that trembled.",['Geralt']
"""Perhaps... as with this shell, this strange gift... we could find a pearl in our relationship?",[]
Later?,[]
"After a while?""
""I see this pearl,"" he finally said with effort, ""set in silver, a flower of finely-chiseled silver petals.",[]
"I see it hanging around your neck on a chain, worn as I wear this medallion.",[]
"It will be your talisman, Essi.",['Essi']
A talisman that will protect you from every kind of evil.,[]
"""
""My talisman,"" she repeated, lowering her head.",[]
"""A pearl trapped in silver just as I will never be free, myself.",[]
"My jewel, my substitute.",[]
"Can a talisman like that bring good luck?""
""Yes, Essi.","['Yes, Essi.']"
Be sure of it.,[]
"""
149
""Can I keep sitting with you?""
""You can.",['149']
"""
Sunset was approaching.",['Sunset']
Darkness was falling little by little.,[]
"They stayed together, positioned next to each other on a mattress filled with straw in an attic room, devoid of furniture, with only an unlit candle stuck in a cold puddle of wax.
",[]
They sat in silence for a long time.,[]
Then Dandelion returned.,[]
"They heard his footsteps, the strains of his lute and his humming.",[]
"In the room, Dandelion noticed their presence without saying a word.",[]
Essi didn't say anything either.,['Essi']
"She stood and walked out without looking at them.
",[]
"Dandelion made no comment, but the witcher saw in his eyes the words he didn't say.
",[]
"VIII
""An intelligent race,"" repeated Agloval, lost in thought, his elbows resting on the arms of his chair and his chin on his fists.",[]
"""An underwater civilization.",[]
Ichtyoide creatures living at the bottom of the sea.,[]
A staircase leading into the depths.,[]
"Geralt, do you take me for the most naÃ¯ve of dukes?""
Little-Eye, standing next to Dandelion, snorted angrily.","['Geralt', 'Little-Eye']"
Dandelion shook his head nervously.,[]
"Geralt was a statue.
",['Geralt']
"""It's all the same to me whether you believe me or not.",[]
My duty is to warn you.,[]
The boats sailing in the area and the people who approach the Dragon's Teeth at low tide are in mortal danger.,[]
If you want to verify my statements; if you want to take that risk: it's your business.,[]
I'm only giving you fair warning.,[]
"""
""Ah!""",[]
Zelest intervened suddenly.,[]
The steward was sitting behind Agloval in a windowed alcove.,['Agloval']
"""If these are monsters like elves or goblins, then they're not dangerous.",[]
My fear is of the greater monster: sorcery.,[]
"From what the witcher said, they are like ghosts of the watery depths.",[]
We can overcome ghosts.,[]
A story recently reached my ears about a magician who killed the ghosts of Lake Mokva in the blink of an eye.,['Lake Mokva']
He threw a barrel of magic potion into the water: the ghosts were done for.,[]
Not a trace left.,[]
"""
""That's right,"" interrupted Drouhard, who until then had remained silent.",['Drouhard']
"""It didn't leave a trace...",[]
"But the bream, pike, crayfish and mussels suffered the same fate; just like the weeds at the bottom; even the nearby alders dried up.",[]
"""
""Marvelous,"" Agloval commented drily.",[]
"""Thank you for that brilliant idea, Zelest.",[]
Do you have any others?,[]
"""
""That's right...",[]
"That's right...""",[]
"the steward continued, growing a deep red.",[]
"""The magician overdid it a bit, he went a little too far.",[]
"But I will succeed without a magician, Duke.",['Duke']
The witcher said that it's possible to fight and kill the monsters.,[]
"Then it's a war, my lord.",[]
Like the old days.,['the old days']
Nothing new for us!,[]
Dwarves lived in the mountains.,[]
Where are they now?,[]
"Elvish savages and malevolent fairies can still be found in the forests, but they too will be done for soon.",['Elvish']
"We must defend our land as our ancestors did...""
""And only my grandchildren will see the color of pearls once more?"" interrupted the duke with a grimace.",[]
"""We don't have time, Zelest.",[]
"""
""It will be easy.",[]
"I say: for each boat of fishermen, two boats of archers.",['two']
"The monsters will see reason, learn fear.",[]
"Isn't that right, master witcher?""
Geralt looked at him coldly without responding.
",['Geralt']
"Agloval exposed his most noble profile, turning his head and biting his lips, then turned his gaze on the witcher, blinking and frowning.
",[]
"""You have not completed your mission, Geralt..."" he said.",['Geralt']
"""You have once again
150
wasted the opportunity to do well.",['150']
"It is true that you have shown some good will, I don't deny that.",[]
But I am not paying you for good will; it's the result I pay for.,[]
"It is the effectiveness that interests me, witcher, and your effectiveness is in fact, pardon the term, pathetic.",[]
"""
""Well said, my dear duke!""",[]
Dandelion cut in mockingly.,[]
"""It's just a pity that you weren't with us at the Dragon's Teeth.",[]
"We, the witcher and myself, would have granted you the opportunity to meet one of the creatures surging from the sea with sword in hand.",['one']
"Then you would understand what the situation is and stop dithering about the payment you owe...""
""Like a fish-merchant,"" said Little-Eye.
",['Little-Eye']
"""I'm not in the habit of dithering, bargaining or arguing,"" Agloval replied calmly.",[]
"""I said that I will not give you a cent, Geralt.",['Geralt']
"Our contract was in effect: remove the threat, eliminate the danger, make pearl diving safe.",[]
And what do you do?,[]
You tell me a romantic story about an intelligent race living at the bottom of the sea.,[]
You advise me to stay as far as possible from the place where my resources are gathered.,[]
What have you really done?,[]
"You will have killed... how many, by the way?""
""Their number is not important,"" Geralt responded, paling slightly.",['Geralt']
"""For you at least, Agloval.""
""Precisely, and there is not even any evidence.",[]
"If at least you had brought me the right hand of one of these fish-frogs, perhaps I would have given you the usual compensation for my ranger when he brings me a few pairs of wolf ears.","['one', 'wolf']"
"""
""Well,"" the witcher said coldly, ""there is nothing left for me to do but bid you farewell.",[]
"""
""You are mistaken,"" said the duke.",[]
"""I propose a full-time job with an honest salary: captain of the armored guard that will now protect the fishermen.",[]
This is not a position for life; you can leave once this intelligent race knows to stay away from my people.,[]
What do you think?,[]
"""
""Thank you, but I'm not interested,"" the witcher replied with a grimace.",[]
"""Such work doesn't suit me.",[]
I believe that waging war against another race is idiotic.,[]
"It may perhaps be an ideal activity for a bored and idle duke, but not for me.",[]
"""
""Oh, but that's grand!""",[]
Agloval cried with a laugh.,[]
"""That's just sublime!",[]
You reject my offer of a job fit for a king!,[]
"You renounce, with the air of a rich man after a feast, a very handsome sum of money.",[]
"Geralt, have you eaten anything today?","['Geralt', 'today']"
No?,[]
And tomorrow?,['tomorrow']
And the day after?,['the day']
"Your options are dwindling, witcher.",[]
"It is difficult to make a living under ordinary circumstances, let alone with an arm in a sling...""
""How dare you!""",[]
Little-Eye yelled.,['Little-Eye']
"""How dare you speak to him in that tone, Agloval?",[]
The arm he carries in a sling was injured during a mission that you yourself ordered!,[]
"How can you behave in such a petty way?""
""Stop,"" interrupted Geralt.",['Geralt']
"""Stop, Essi.",['Essi']
There's no point.,[]
"""
""Wrong,"" she replied with anger.",[]
"""There is a point.",[]
"Someone must finally tell the truth to the duke who owes his title to the fact that no-one wanted, aside from him, to reign over this tiny rock in the sea, and who thinks he is in any position to humiliate others.",[]
"""
Agloval clenched his teeth, reddening, but remained silent.
",[]
"""Yes, Agloval,"" continued Essi, ""you take pleasure in belittling your fellows; you love to look down on someone like the witcher who was ready to die for your money.","['Yes, Agloval', 'Essi']"
But you should know that the witcher doesn't care about your scorn and your insults; that they don't make any impression on him at all; that he does not even take them into consideration.,[]
"The witcher doesn't even feel what your servants and subjects, Zelest and Drouhard, must feel: a deep and gnawing shame.","['Zelest', 'Drouhard']"
"The witcher doesn't feel what we, Dandelion and myself, feel in your sight: disgust.",['Dandelion']
"Do you know, Agloval, why that is?",['Agloval']
"I'll tell you: because the witcher knows that he's better than you, that he is worth a thousand of you.",['a thousand']
That is what gives him his strength.,[]
"""
151
Essi stopped.","['151', 'Essi']"
She looked down quickly so that Geralt would not have time to notice the tears beading at the corner of her beautiful eye.,['Geralt']
"The girl brought her hand to the flower of silver petals at her neck, in the center of which was set an azure-blue pearl.",[]
The latticed petals of the mysterious flower had been carved by a master jeweler worthy of the title.,[]
"The witcher was pleased with the quality of the craftsman hired by Drouhard, who had paid for everything without requiring reimbursement.
",['Drouhard']
"""Therefore, my lord duke,"" Little-Eye said, lifting her head, ""do not insult the witcher by offering a position as a mercenary in the army that you want to raise against the ocean.",['Little-Eye']
Do not embarrass yourself by presenting a proposition that can only provoke laughter.,[]
Have you figured it out yet?,[]
"You can hire the services of a witcher for a particular mission, to protect people from harm or threat; but you cannot buy a witcher and use him for your own purposes.",[]
"Because a witcher, even injured and hungry, will always be better than you.",[]
That is why he spurns your miserable job.,[]
"Do you understand?""
""No, Miss Daven,"" Agloval replied coldly.",['Daven']
"""I don't understand.",[]
"On the contrary, I understand less and less.",[]
"The first thing that I don't understand is why I have not yet ordered that all three you be drawn and quartered, or certainly beaten and branded with a red-hot iron.",['three']
"You, Miss Daven, you try to convince us that you know everything, but then tell me why I should spare you?""
""But of course, right away,"" the poet responded tit for tat.",['Daven']
"""It is because deep down, Agloval, in your heart, there is still a spark of dignity, a remaining trace of honor that the arrogance of the nouveau riche miscreant has not snuffed out.",['Agloval']
"Deep down, Agloval: in the deepest place in your heart you are still capable of loving a mermaid.",[]
"""
Agloval, white as a sheet, wiped his sweaty hands on the arms of his chair.",[]
"Bravo, thought the witcher, bravo, Essi.",['Essi']
You are brilliant.,[]
"But he also felt tired, terribly tired.
",[]
"""Get out,"" Agloval ordered dully.",[]
"""Be on your way.",[]
Go where you like.,[]
Leave me alone.,[]
"""
""Farewell, duke,"" said Essi.",['Essi']
"""Before I go, accept one more piece of advice, something that the witcher should tell you, but I don't want him to forget.",['one']
I will do so in his place.,[]
"""
""I'm listening.",[]
"""
""The ocean is vast, Agloval.",[]
"No-one yet knows what the horizon hides, if it does hide something.",[]
The ocean is larger than the largest of the wild forests from which you drove the elves.,[]
It is more difficult to cross than any mountain or valley where you massacred the dwarves.,[]
"At the bottom of the ocean lives a race outfitted with cuirasses, one that knows the secrets of forging metal.",[]
"Be careful, Agloval.",[]
"If the archers begin to accompany the fishermen, you will start a war against an enemy that you do not know.",[]
What you start could turn out to be a nest of hornets.,[]
"I advise you, therefore, to give the sea to them, because the sea is not for you.",[]
You do not know and you will never know where the steps lead that descend into the depths from the Dragon's Teeth.,[]
"""
""You are mistaken, Miss Essi,"" Agloval said quietly.",['Miss Essi']
"""We know where the staircase leads.",[]
"Even better: we will follow them, these Steps.",[]
"We will discover what can be found on the other side of the ocean, if there is anything to be found.",[]
And we will take from this ocean all that we are able to take.,[]
"If we are not capable, our children or our children's children will be.",[]
It is a matter of time.,[]
"That is our undertaking, if we must fill the ocean with blood.",[]
"Understand this, Essi, wise Essi, you who write in your ballads the chronicle of humanity.","['Essi', 'Essi']"
"Life is not a ballad, poor girl, little poet with her charming eye blinded by the beauty of her own words.",[]
"Life is a battle, as the witchers, in their superiority over us, have learned.",[]
"It is they who have led the way, who have carved the path and littered it with the corpses of those who have crossed the path of humanity.",[]
"It is they who, with us, defend the world.",[]
"We, Essi, we only continue this fight.",['Essi']
"It is we, not your ballads, who will create the chronicle of humanity.",[]
"We have never needed witchers more, because from now on nothing will stop us.
",[]
"152
Nothing.",['152']
"""
Essi paled and puffed on her circlet, violently shaking her head.
",['Essi']
"""Nothing at all, Agloval?""
""Nothing, Essi.""
","['Agloval', 'Nothing, Essi']"
"The poet smiled.
",[]
A sudden commotion filled the antechamber: the sound of footsteps and shouts.,[]
Paiges and guards burst into the room.,[]
"They knelt and bowed, forming a hedge.
",[]
"Sh'eenaz appeared in the doorway, wearing a sea-blue dress adorned with frills white as foam.","[""Sh'eenaz""]"
"A dizzying decolletage revealed the siren's charms, partially hidden and adorned by a collar of nephrite and lapis-lazuli worthy of admiration.",[]
"Her celadon-green hair curled artfully and was retained by a tiara of coral and magnificent pearls.
",[]
"""Sh'eenaz..."" stammered Agloval, falling to his knees.","[""Sh'eenaz"", 'Agloval']"
"""My... Sh'eenaz...""
","[""My... Sh'eenaz""]"
"The siren entered slowly with a stride that was light and graceful, as fluid as a wave.",[]
"She stopped in front of the duke and, with a smile that displayed all her little white teeth, seized the dress in her small hands and lifted it high enough that everyone could see for himself the quality of work performed by the sea-witch.",[]
Geralt swallowed.,['Geralt']
"The witch knew what nice legs were, obviously, and how to fashion them.
",[]
"""Ah!"" exclaimed Dandelion.",[]
"""My ballad... That's exactly what I wrote in my ballad...",[]
"For him, she traded her tail for legs, but she also lost her voice!""
""I haven't lost anything,"" Sh'eenaz declared, singing these words in the common tongue.","[""Sh'eenaz""]"
"""For the moment.",[]
I feel brand new after that procedure.,[]
"""
""You speak our language?",[]
"""
""So what, is it forbidden?",[]
"How are you, white-haired one?",[]
"Oh, I see that your beloved is here also...",[]
"Essi Daven, if I recall correctly.",['Essi Daven']
"Do you know her a little better or still just barely?""
""Sh'eenaz...""","[""Sh'eenaz""]"
"Agloval stammered insistently, approaching her on his knees.",[]
"""My love!",[]
My dear...,[]
my only...,[]
"At last, you decided...",[]
"At last, Sh'eenaz!""
With a distinguished gesture, the siren offered her hand to kiss.
","[""Sh'eenaz""]"
"""Ah yes, because I love you too, idiot.",[]
What kind of lover is incapable of a little dedication?,[]
"""
IX
Their departure from Bremervoord took place with a fresh morning mist veiling the intensity of the disc of the sun that appeared on the horizon.",['Bremervoord']
"They had decided to leave as a trio, but without real discussion and without a common goal, wanting simply to stay together for a while longer.
",[]
"They left the rocky cape, bidding farewell to the cliffs carved by the surf and jutting vertically from the beach, the strange limestone formations lapped by the wind and waves.",[]
"Upon entering the green and floral valley of Dol Adalatte, the scent of the sea, the crash of surf and the savage cries of seagulls still remained in their nostrils and their ears.
",['Dol Adalatte']
"The talkative Dandelion kept jumping from subject to subject: the country of Bars and its idiotic custom of forcing young girls to remain virgins until marriage; the iron birds of the island of Inis Porhoet; the water of life and the water of death; the taste and the narcotic properties of the sapphire wine called cill; the royal quadruplets of Ebbing, dubbed with the quarrelsome names of Putzi, Gritzi, Mitzi, and Juan Pablo Vassermiller.","['Bars', 'Inis Porhoet', 'Putzi, Gritzi, Mitzi', 'Juan Pablo Vassermiller']"
"He also criticized the new trends in music and poetry started by his competitors, poor specimens, he said, without a true artist among them.
153
Geralt kept his silence.","['153', 'Geralt']"
"Essi, too, was quiet or only responded with partial words.",['Essi']
"The witcher felt and avoided the look she cast toward him.
",[]
"They crossed the Adalatte river on a ferry whose rope they had to tow themselves as the ferryman, white as a sheet and lost in a state of inebriation approaching epilepsy, could not release the mooring post that he held in both hands and responded systematically to all questions put to him with an inexpressive ""beuh.",[]
"""
The country on the other side of the Adalatte pleased the witcher.",['Adalatte']
"The villagers situated along the river were for the most part circled by fences, suggesting that there would be work for him.
",[]
"Earlier that afternoon, enjoying a break â€“ they left Dandelion watching the horses while they drank â€“ Essi approached Geralt without warning.
","['Earlier that afternoon', 'â€“ Essi approached Geralt']"
"""Geralt,"" she said softly.",['Geralt']
"""I...",[]
I can't stand it.,[]
It's more than I can bear.,[]
"""
",[]
"The witcher tried to avoid her gaze, but she would not let him escape.",[]
Essi toyed with the azure pearl set in the silver flower that was suspended around her neck.,['Essi']
"Geralt regretted anew that she was not the fish-eyed monster hiding its sword beneath the water instead.
",['Geralt']
"""Geralt...",['Geralt']
"We must resolve this problem, mustn't we?""
She waited for his response: a word, just one, the slightest hint of a reaction.",[]
But the witcher knew that he had nothing that he could dedicate to her and did not want to lie to her.,[]
"In fact, he didn't dare tell the truth for fear of hurting her.
",[]
"Dandelion, ever-reliable Dandelion with his habitual tact, at last salvaged the situation by appearing suddenly.
",[]
"""Yes, that's right!""",[]
"he yelled, plunging a stick into the water to scatter the rushes and enormous river-nettles.",[]
"""You really have to make a decision, it's about time!",[]
I don't want to watch the act you're putting on any longer!,[]
"What are you waiting for from him, Doll?",[]
Something impossible?,[]
"And you, Geralt, what do you expect?",['Geralt']
That Little-Eye read your thoughts like...,['Little-Eye']
"yes, like the other one?",[]
"And that she content herself with the situation you're comfortable with, where, without divulging your emotions, you are required to give neither explanation nor refusal?",[]
How long will it take you to hear?,[]
When do you plan to understand?,[]
In how many years?,[]
In the form of distant memories?,[]
"Tomorrow, we part ways, by the devil!",['Tomorrow']
"Oh, I've had enough of you two.",['two']
"Listen: I'll cut myself a hazel branch to fish with, and you, meanwhile, will have time for everything you have to say.",[]
Say it all!,[]
Try to come to a mutual understanding.,[]
It's not as difficult as you think.,[]
"Then, by all the gods, do it.",[]
"Do it with him, Doll.",[]
"Do it with her, Geralt, and be good for her.",['Geralt']
"And then, by the plague, either move on or...""
Dandelion turned violently on his heel, breaking a bulrush and swearing.",[]
"He planned to fish until nightfall with a horse hair mounted to a hazel branch.
",['nightfall']
"When he disappeared, Geralt and Essi remained motionless for a long moment, leaning against the trunk of a willow tree overlooking the stream.","['Geralt', 'Essi']"
"They were silent, hand in hand.",[]
"Then the witcher began to talk at length and in a low voice; Little-Eye listened with tears in her eyes.
",['Little-Eye']
"Then they did it.
",[]
"And all was in order.
",[]
"X
The next day, they organized a sort of farewell dinner.",['The next day']
"Essi and Geralt had bought a lamb in a village, already prepared.","['Essi', 'Geralt']"
"During the haggling, Dandelion made off with fresh garlic, onions, and carrots from the garden behind the house.",[]
"They also stole a pot to prepare
154
it in, nimbly slipping it through the farrier's hedge.",['154']
"The witcher had to plug the holes by using the Igni sign.
",['Igni']
The farewell dinner was held in a clearing deep in the forest.,[]
The fire crackled cheerfully.,[]
"Geralt carefully turned the prepared animal, stirring the contents of the steaming pot with the stripped branch of a pine tree.",['Geralt']
"Little-Eye, who knew nothing about cooking, was content to make the atmosphere agreeable by singing ribald verses with her lute.
",['Little-Eye']
It was a dinner party.,[]
"In the morning, it was agreed that each would go his own way in search of what he already had.",['the morning']
"But unaware of that fact, ignorant of just how far the road would take them, they had decided to separate.
",[]
"After eating their fill and drinking the beer that Drouhard had offered them, they talked and laughed together.",['Drouhard']
Dandelion and Essi sparred in song.,['Essi']
"Geralt, lying on spruce branches with his hands behind his head, thought that he had never heard such beautiful voices and such beautiful ballads.",['Geralt']
He thought of Yennefer.,['Yennefer']
He also thought of Essi.,['Essi']
"He had the feeling that...
",[]
"At the end of the evening, Little-Eye sang with Dandelion the celebrated duet of Cynthia and Vertven, a marvelous love song beginning with the words: ""These are not my first tears...""","['the end of the', 'Little-Eye', 'Cynthia', 'Vertven', 'first']"
"Geralt had the impression that even the trees leaned in to listen to the troubadours.
",['Geralt']
"Then Little-Eye, who smelled of verbena, lay down next to him, pressed against his shoulder, lay her head on his chest, then sighed perhaps twice before falling into a peaceful sleep.",['Little-Eye']
"The witcher did not sleep until much later.
",[]
"Dandelion, absorbed by the glow of the fire that was going out little by little, remained seated and played a few discreet chords on his lute.
",[]
He began with a few measures that he transformed into a quiet melody.,[]
"The words were born with the music, captured by it like insects in translucent amber.
",[]
"The ballad recounted the story of a certain witcher and of a certain poet: the circumstances of their encounter at the seaside, amid the squalling of the gulls; their mutual love at first sight; the sincerity of their love; their indifference toward a death that could not destroy this love nor separate them.
",['first']
"Dandelion knew that few would believe the story told by the ballad, but he didn't care: one writes a ballad for the emotion it conveys.
",['one']
"Dandelion could have changed, some years later, the content of that ballad to reflect the truth.",['some years later']
He did not.,[]
The true story was indeed moving.,[]
"Who would hear, indeed, that the witcher and the poet parted and never saw each other again?",[]
"That four years later, Little-Eye died of smallpox in Vizima during an epidemic?","['four years later', 'Little-Eye', 'Vizima']"
